gkz5;gemeindename;bkz;politischer_bezirk;bundesland;mc;merkmal;einheit;ressort;jahr;wert
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2006,00;155,95
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2007,00;137,65
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2008,00;135,68
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2009,00;138,42
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2010,00;124,82
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2011,00;121,40
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2012,00;121,34
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2013,00;143,71
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2014,00;140,51
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2015,00;94,35
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2016,00;91,44
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2017,00;104,66
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2018,00;103,89
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2019,00;107,27
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2020,00;126,86
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2021,00;146,92
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2000,00;13,13
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2001,00;12,80
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2002,00;13,45
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2003,00;13,88
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2004,00;13,88
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2005,00;14,03
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2006,00;17,91
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2007,00;18,49
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2008,00;18,33
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2009,00;18,13
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2010,00;18,69
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2011,00;19,40
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2012,00;17,31
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2013,00;17,15
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2014,00;16,10
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2021,00;10,84
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2000,00;9,80
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2001,00;9,57
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2002,00;7,02
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2003,00;6,68
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2004,00;6,66
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2005,00;7,04
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2006,00;7,05
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2007,00;6,67
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2008,00;5,35
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2009,00;4,92
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2010,00;4,26
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2011,00;4,26
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2012,00;2,78
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2013,00;2,69
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2020,00;2,42
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2021,00;2,07
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2000,00;64,99
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2001,00;64,84
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2002,00;66,94
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2003,00;66,74
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2004,00;68,72
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2005,00;67,71
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2006,00;65,47
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2007,00;60,92
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2008,00;61,43
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2009,00;60,92
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2010,00;48,86
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2011,00;55,57
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2012,00;46,62
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2013,00;55,75
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2014,00;46,41
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2015,00;44,49
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2016,00;44,66
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2017,00;45,81
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2018,00;45,79
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2019,00;44,13
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2020,00;44,23
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2021,00;46,37
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2000,00;283,92
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2001,00;231,98
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2002,00;215,53
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2003,00;219,32
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2004,00;217,03
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2005,00;216,67
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2006,00;178,25
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2007,00;169,50
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2008,00;163,45
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2009,00;154,03
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2010,00;151,57
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2011,00;154,89
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2012,00;137,14
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2013,00;128,34
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2014,00;91,32
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2015,00;92,22
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2016,00;95,03
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2017,00;96,99
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2018,00;107,68
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2019,00;105,29
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2020,00;214,40
10307,00;Mörbisch am See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2021,00;227,55
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2000,00;49,65
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2001,00;48,91
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2002,00;51,26
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2003,00;52,46
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2004,00;51,93
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2005,00;52,64
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2006,00;44,36
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2007,00;31,03
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2008,00;31,78
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2009,00;28,76
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2010,00;26,76
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2011,00;27,26
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2012,00;26,21
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2013,00;26,52
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2014,00;22,29
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2015,00;16,54
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2016,00;16,42
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2017,00;15,55
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2018,00;16,03
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2019,00;14,53
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2020,00;15,01
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2021,00;16,28
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2000,00;181,17
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2001,00;166,83
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2002,00;157,12
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2003,00;154,67
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2004,00;162,38
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2005,00;164,60
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2006,00;148,41
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;30,00;Weingärten;ha;BMLRT;2007,00;135,37
