gkz5;gemeindename;bkz;politischer_bezirk;bundesland;mc;merkmal;einheit;ressort;jahr;wert
10101,00;Eisenstadt;101,00;Eisenstadt(Stadt);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2014,00;146,81
10101,00;Eisenstadt;101,00;Eisenstadt(Stadt);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2015,00;140,71
10101,00;Eisenstadt;101,00;Eisenstadt(Stadt);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2016,00;148,50
10101,00;Eisenstadt;101,00;Eisenstadt(Stadt);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2017,00;136,35
10101,00;Eisenstadt;101,00;Eisenstadt(Stadt);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2018,00;143,79
10101,00;Eisenstadt;101,00;Eisenstadt(Stadt);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2019,00;138,87
10101,00;Eisenstadt;101,00;Eisenstadt(Stadt);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2020,00;134,36
10101,00;Eisenstadt;101,00;Eisenstadt(Stadt);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2021,00;132,44
10201,00;Rust;102,00;Rust;BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2000,00;14,90
10301,00;Breitenbrunn am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2000,00;39,75
10301,00;Breitenbrunn am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2001,00;47,21
10301,00;Breitenbrunn am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2002,00;28,74
10302,00;Donnerskirchen;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2000,00;196,02
10302,00;Donnerskirchen;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2002,00;126,55
10302,00;Donnerskirchen;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2009,00;117,06
10302,00;Donnerskirchen;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2010,00;116,71
10302,00;Donnerskirchen;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2012,00;306,09
10302,00;Donnerskirchen;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2013,00;366,79
10302,00;Donnerskirchen;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2015,00;119,33
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2000,00;187,57
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2001,00;198,51
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2002,00;203,52
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2003,00;193,74
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2004,00;194,97
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2005,00;200,95
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2006,00;219,17
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2007,00;220,83
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2008,00;213,05
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2009,00;218,71
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2010,00;241,42
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2011,00;186,45
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2012,00;303,84
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2013,00;235,95
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2014,00;213,31
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2015,00;120,52
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2016,00;185,66
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2017,00;164,01
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2018,00;153,80
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2019,00;128,05
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2020,00;115,20
10303,00;Großhöflein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2021,00;137,93
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2000,00;413,22
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2001,00;246,59
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2002,00;271,41
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2003,00;304,31
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2004,00;290,35
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2005,00;328,60
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2006,00;291,71
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2007,00;352,44
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2008,00;324,06
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2009,00;362,27
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2010,00;366,70
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2011,00;355,42
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2012,00;215,71
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2013,00;312,56
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2014,00;372,29
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2015,00;333,48
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2016,00;321,13
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2017,00;220,49
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2018,00;398,05
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2019,00;195,69
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2020,00;253,71
10304,00;Hornstein;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2021,00;295,62
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2000,00;158,41
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2001,00;172,94
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2002,00;168,06
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2003,00;114,21
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2004,00;127,87
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2005,00;167,85
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2006,00;177,95
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2007,00;163,91
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2008,00;131,42
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2009,00;153,19
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2010,00;177,41
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2011,00;148,15
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2012,00;192,30
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2013,00;142,22
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2014,00;139,27
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2015,00;144,16
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2016,00;155,99
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2017,00;135,80
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2018,00;117,52
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2019,00;115,19
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2020,00;143,42
10305,00;Klingenbach;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2021,00;103,78
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2000,00;519,67
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2001,00;518,18
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2002,00;496,05
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2003,00;477,51
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2004,00;462,41
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2005,00;515,91
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2006,00;532,01
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2007,00;556,42
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2008,00;519,17
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2009,00;511,58
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2010,00;530,56
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2011,00;508,23
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2012,00;502,19
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2013,00;497,47
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2014,00;511,47
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2015,00;464,92
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2016,00;442,21
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2017,00;412,45
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2018,00;370,34
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2019,00;364,76
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2020,00;367,74
10306,00;Leithaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2021,00;408,90
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2000,00;185,76
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2001,00;185,91
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2002,00;197,29
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2003,00;205,59
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2004,00;212,28
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2005,00;212,42
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2006,00;209,53
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2007,00;226,20
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2008,00;221,44
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2009,00;225,79
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2010,00;205,09
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2011,00;188,30
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2012,00;196,41
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2013,00;169,27
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2014,00;158,88
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2015,00;130,61
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2016,00;134,02
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2017,00;135,43
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2018,00;103,58
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2019,00;82,31
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2020,00;80,58
10308,00;Müllendorf;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2021,00;104,86
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2000,00;264,98
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2001,00;256,90
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2002,00;272,26
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2003,00;294,63
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2004,00;289,75
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2005,00;336,56
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2006,00;331,91
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2007,00;356,18
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2008,00;400,60
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2009,00;461,61
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2010,00;421,20
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2011,00;449,15
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2012,00;457,86
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2013,00;451,06
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2014,00;499,21
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2015,00;451,35
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2016,00;466,60
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2017,00;438,10
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2018,00;390,26
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2019,00;390,22
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2020,00;382,88
10309,00;Neufeld an der Leitha;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2021,00;312,75
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2000,00;143,79
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2001,00;98,31
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2002,00;102,56
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2003,00;111,50
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2004,00;158,51
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2005,00;131,44
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2006,00;172,61
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2007,00;142,46
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2008,00;161,18
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2009,00;170,68
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2010,00;171,62
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2011,00;138,90
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2012,00;198,73
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2013,00;211,59
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2014,00;184,43
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2015,00;142,33
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2016,00;160,92
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2017,00;168,33
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2018,00;170,44
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2019,00;173,93
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2020,00;171,60
10310,00;Oggau am Neusiedler See;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2021,00;169,66
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2000,00;104,51
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2001,00;103,67
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2002,00;118,56
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2003,00;110,33
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2004,00;124,85
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2005,00;118,09
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2006,00;124,03
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2007,00;128,36
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2008,00;133,17
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2009,00;153,02
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2010,00;134,93
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2011,00;102,14
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2012,00;178,42
10311,00;Oslip;103,00;Eisenstadt (Land);BURGENLAND;1015,00;Winterweichweizen;ha;BMLRT;2013,00;162,96
