gkz5;gemeindename;bkz;politischer_bezirk;bundesland;mc;merkmal;einheit;ressort;jahr;wert
10316,00;Steinbrunn;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2021,00;51,77
10317,00;Trausdorf an der Wulka;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;197,98
10317,00;Trausdorf an der Wulka;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2001,00;179,88
10317,00;Trausdorf an der Wulka;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2002,00;153,26
10317,00;Trausdorf an der Wulka;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2003,00;205,68
10317,00;Trausdorf an der Wulka;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2004,00;214,54
10317,00;Trausdorf an der Wulka;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2005,00;203,20
10319,00;Wulkaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;47,19
10319,00;Wulkaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2001,00;44,31
10319,00;Wulkaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2002,00;28,07
10319,00;Wulkaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2003,00;29,80
10319,00;Wulkaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2004,00;36,81
10319,00;Wulkaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2005,00;41,13
10319,00;Wulkaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2006,00;48,74
10319,00;Wulkaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2007,00;37,39
10319,00;Wulkaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2008,00;33,31
10319,00;Wulkaprodersdorf;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2009,00;32,36
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;156,76
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2001,00;125,92
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2002,00;114,61
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2003,00;136,54
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2004,00;140,97
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2005,00;137,80
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2006,00;167,04
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2007,00;136,10
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2008,00;150,08
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2009,00;140,69
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2010,00;134,28
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2011,00;121,06
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2012,00;115,47
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2013,00;111,73
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2014,00;112,98
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2015,00;114,71
10322,00;Zillingtal;103,00;Eisenstadt (Land);BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2016,00;126,53
10604,00;Loipersbach im Burgenland;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;30,27
10604,00;Loipersbach im Burgenland;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2001,00;33,66
10604,00;Loipersbach im Burgenland;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2008,00;18,58
10606,00;Mattersburg;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;92,12
10606,00;Mattersburg;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2001,00;44,13
10606,00;Mattersburg;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2002,00;30,73
10606,00;Mattersburg;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2003,00;42,62
10606,00;Mattersburg;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2004,00;31,98
10606,00;Mattersburg;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2005,00;22,69
10606,00;Mattersburg;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2006,00;17,32
10606,00;Mattersburg;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2015,00;18,08
10606,00;Mattersburg;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2016,00;35,94
10606,00;Mattersburg;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2018,00;15,42
10608,00;Pöttelsdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;25,39
10608,00;Pöttelsdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2001,00;18,74
10608,00;Pöttelsdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2002,00;8,52
10608,00;Pöttelsdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2015,00;15,65
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;131,71
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2001,00;105,84
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2002,00;93,35
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2003,00;110,91
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2004,00;99,86
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2005,00;93,80
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2006,00;80,79
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2007,00;87,45
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2008,00;88,05
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2009,00;87,34
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2010,00;90,64
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2011,00;71,22
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2012,00;81,77
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2013,00;61,22
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2014,00;74,88
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2015,00;81,46
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2016,00;92,72
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2017,00;52,68
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2018,00;45,05
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2019,00;59,06
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2020,00;39,70
10609,00;Pöttsching;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2021,00;46,23
10610,00;Rohrbach bei Mattersburg;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;22,46
10612,00;Schattendorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;26,20
10612,00;Schattendorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2001,00;23,63
10612,00;Schattendorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2003,00;27,19
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;45,76
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2001,00;48,09
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2002,00;45,85
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2003,00;55,02
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2004,00;57,32
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2005,00;57,32
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2006,00;40,57
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2007,00;53,93
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2008,00;82,75
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2009,00;53,57
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2010,00;41,78
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2011,00;51,06
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2012,00;34,34
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2015,00;42,84
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2016,00;44,06
10614,00;Sigleß;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2018,00;28,81
10616,00;Antau;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;9,39
10616,00;Antau;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2009,00;17,98
10616,00;Antau;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2016,00;24,79
10617,00;Baumgarten;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;60,39
10617,00;Baumgarten;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2001,00;38,70
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;129,38
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2001,00;114,40
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2002,00;78,04
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2003,00;65,31
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2004,00;57,47
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2005,00;58,24
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2006,00;47,15
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2007,00;48,38
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2008,00;61,92
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2009,00;79,27
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2010,00;55,05
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2011,00;86,13
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2012,00;45,43
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2013,00;52,85
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2014,00;62,97
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2015,00;105,70
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2016,00;133,48
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2017,00;85,70
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2018,00;75,50
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2019,00;63,46
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2020,00;96,90
10618,00;Zemendorf-Stöttera;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2021,00;31,47
10619,00;Krensdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;42,04
10619,00;Krensdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2003,00;36,03
10619,00;Krensdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2004,00;46,83
10619,00;Krensdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2005,00;21,14
10619,00;Krensdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2015,00;79,25
10619,00;Krensdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2016,00;95,14
10619,00;Krensdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2017,00;49,99
10619,00;Krensdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2018,00;68,78
10619,00;Krensdorf;106,00;Mattersburg;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2019,00;37,05
10701,00;Andau;107,00;Neusiedl am See;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2000,00;114,59
10701,00;Andau;107,00;Neusiedl am See;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2001,00;82,52
10701,00;Andau;107,00;Neusiedl am See;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2002,00;88,87
10701,00;Andau;107,00;Neusiedl am See;BURGENLAND;1017,00;Hartweizen (Durum);ha;BMLRT;2003,00;89,06
