Andau;119m;21.1°;68 %;Südwest, 10 km/h;19 km/h;0.0 mm;0 %;1019.4 hPa;2022-06-02 20:50:05
Mattersburg;284m;20.0°;66 %;Südwest, 7 km/h;13 km/h;0.0 mm;0 %;1019.3 hPa;2022-06-02 20:50:05
Neudorf/Landsee;429m;16.9°;87 %;West, 9 km/h;19 km/h;0.0 mm;5 %;n.v.;2022-06-02 20:50:05
Lutzmannsburg;200m;18.3°;93 %;West, 5 km/h;14 km/h;0.0 mm;0 %;1019.3 hPa;2022-06-02 20:50:05
Bernstein;633m;15.2°;92 %;Nordost, 2 km/h;9 km/h;0.0 mm;0 %;1020.3 hPa;2022-06-02 20:50:05
Rechnitz;309m;18.0°;90 %;West, 2 km/h;12 km/h;0.0 mm;1 %;1019.7 hPa;2022-06-02 20:50:05
Bad Tatzmannsdorf;347m;17.2°;89 %;Nordwest, 6 km/h;9 km/h;0.1 mm;n.v.;n.v.;2022-06-02 20:50:05
Kroisegg;446m;16.5°;95 %;Nordwest, 4 km/h;9 km/h;0.0 mm;0 %;1020.3 hPa;2022-06-02 20:50:05
Kleinzicken;267m;18.2°;84 %;Nordwest, 5 km/h;13 km/h;0.0 mm;0 %;1020.1 hPa;2022-06-02 20:50:05
Wörterberg;404m;16.2°;95 %;Nord, 10 km/h;17 km/h;0.0 mm;0 %;1019.7 hPa;2022-06-02 20:50:05
Güssing;217m;18.9°;80 %;Nordwest, 10 km/h;19 km/h;0.0 mm;0 %;1019.6 hPa;2022-06-02 20:50:05
Bruckneudorf;166m;21.3°;53 %;Nord, 3 km/h;7 km/h;0.0 mm;0 %;1019.1 hPa;2022-06-02 21:50:06
Neusiedl am See;119m;21.3°;58 %;Nord, 4 km/h;13 km/h;0.0 mm;6 %;1019.3 hPa;2022-06-02 21:50:06
Podersdorf;116m;21.1°;64 %;Südwest, 6 km/h;14 km/h;0.0 mm;9 %;n.v.;2022-06-02 21:50:06
Eisenstadt;182m;20.0°;70 %;West, 4 km/h;15 km/h;0.0 mm;0 %;1019.1 hPa;2022-06-02 21:50:06
Andau;119m;20.3°;73 %;West, 5 km/h;15 km/h;0.0 mm;2 %;1019.6 hPa;2022-06-02 21:50:06
Mattersburg;284m;19.2°;70 %;Süd, 6 km/h;11 km/h;0.0 mm;0 %;1019.6 hPa;2022-06-02 21:50:06
Neudorf/Landsee;429m;16.6°;84 %;West, 10 km/h;16 km/h;0.0 mm;0 %;n.v.;2022-06-02 21:50:06
Lutzmannsburg;200m;18.0°;91 %;West, 5 km/h;13 km/h;0.0 mm;0 %;1019.8 hPa;2022-06-02 21:50:06
Bernstein;633m;14.4°;93 %;Nordost, 5 km/h;8 km/h;0.0 mm;0 %;1020.7 hPa;2022-06-02 21:50:06
Rechnitz;309m;17.2°;86 %;Nordwest, 5 km/h;10 km/h;0.0 mm;0 %;1020.2 hPa;2022-06-02 21:50:06
Bad Tatzmannsdorf;347m;16.8°;93 %;Nordwest, 5 km/h;9 km/h;0.0 mm;n.v.;n.v.;2022-06-02 21:50:06
Kroisegg;446m;16.2°;96 %;Nord, 4 km/h;10 km/h;0.0 mm;0 %;1020.6 hPa;2022-06-02 21:50:06
Kleinzicken;267m;17.9°;89 %;Nordwest, 5 km/h;11 km/h;0.0 mm;0 %;1020.1 hPa;2022-06-02 21:50:06
Wörterberg;404m;16.4°;95 %;Nord, 10 km/h;21 km/h;0.0 mm;0 %;1020.0 hPa;2022-06-02 21:50:06
Güssing;217m;18.2°;85 %;West, 5 km/h;14 km/h;0.0 mm;0 %;1019.7 hPa;2022-06-02 21:50:06
Bruckneudorf;166m;20.0°;59 %;Nord, 3 km/h;7 km/h;0.0 mm;0 %;1019.4 hPa;2022-06-02 22:50:04
Neusiedl am See;119m;19.2°;71 %;Südost, 2 km/h;8 km/h;0.0 mm;0 %;1019.7 hPa;2022-06-02 22:50:04
Podersdorf;116m;21.2°;76 %;Südwest, 6 km/h;11 km/h;0.0 mm;0 %;n.v.;2022-06-02 22:50:04
Eisenstadt;182m;18.6°;74 %;Nordwest, 7 km/h;15 km/h;0.0 mm;0 %;1019.4 hPa;2022-06-02 22:50:04
Andau;119m;19.9°;75 %;West, 4 km/h;9 km/h;0.0 mm;0 %;1019.9 hPa;2022-06-02 22:50:04
Mattersburg;284m;18.5°;67 %;Süd, 6 km/h;10 km/h;0.0 mm;0 %;1020.0 hPa;2022-06-02 22:50:04
Neudorf/Landsee;429m;16.4°;81 %;West, 9 km/h;17 km/h;0.0 mm;0 %;n.v.;2022-06-02 22:50:04
Lutzmannsburg;200m;17.8°;91 %;West, 4 km/h;12 km/h;0.0 mm;0 %;1020.0 hPa;2022-06-02 22:50:04
Bernstein;633m;14.5°;87 %;Nordost, 8 km/h;12 km/h;0.0 mm;0 %;1021.2 hPa;2022-06-02 22:50:04
Rechnitz;309m;17.1°;85 %;West, 4 km/h;8 km/h;0.0 mm;0 %;1020.6 hPa;2022-06-02 22:50:04
Bad Tatzmannsdorf;347m;16.7°;93 %;Nordwest, 3 km/h;8 km/h;0.1 mm;n.v.;n.v.;2022-06-02 22:50:04
Kroisegg;446m;16.2°;96 %;Nordwest, 5 km/h;10 km/h;0.1 mm;0 %;1021.1 hPa;2022-06-02 22:50:04
Kleinzicken;267m;17.6°;90 %;Nordwest, 6 km/h;11 km/h;0.1 mm;0 %;1020.7 hPa;2022-06-02 22:50:04
Wörterberg;404m;16.4°;95 %;Nord, 10 km/h;19 km/h;0.0 mm;0 %;1020.5 hPa;2022-06-02 22:50:04
Güssing;217m;18.0°;85 %;Südwest, 5 km/h;11 km/h;0.0 mm;0 %;1020.5 hPa;2022-06-02 22:50:04
Bruckneudorf;166m;19.3°;64 %;Süd, 4 km/h;6 km/h;0.0 mm;0 %;1019.9 hPa;2022-06-02 23:50:04
Neusiedl am See;119m;18.6°;73 %;Nord, 5 km/h;7 km/h;0.0 mm;0 %;1020.0 hPa;2022-06-02 23:50:04
Podersdorf;116m;21.7°;76 %;West, 8 km/h;10 km/h;0.0 mm;0 %;n.v.;2022-06-02 23:50:04
Eisenstadt;182m;18.4°;74 %;Nord, 7 km/h;14 km/h;0.0 mm;0 %;1019.6 hPa;2022-06-02 23:50:04
Andau;119m;18.8°;82 %;Nordwest, 1 km/h;7 km/h;0.0 mm;0 %;1020.2 hPa;2022-06-02 23:50:04
Mattersburg;284m;18.0°;69 %;Süd, 6 km/h;9 km/h;0.0 mm;0 %;1020.1 hPa;2022-06-02 23:50:04
Neudorf/Landsee;429m;16.4°;79 %;West, 10 km/h;13 km/h;0.0 mm;0 %;n.v.;2022-06-02 23:50:04
Lutzmannsburg;200m;17.7°;91 %;West, 5 km/h;12 km/h;0.0 mm;0 %;1020.3 hPa;2022-06-02 23:50:04
Bernstein;633m;14.1°;94 %;Nordost, 4 km/h;8 km/h;0.2 mm;0 %;1021.0 hPa;2022-06-02 23:50:04
Rechnitz;309m;16.5°;88 %;Nordwest, 7 km/h;12 km/h;0.1 mm;0 %;1020.8 hPa;2022-06-02 23:50:04
Bad Tatzmannsdorf;347m;16.3°;92 %;Nord, 2 km/h;8 km/h;0.1 mm;n.v.;n.v.;2022-06-02 23:50:04
Kroisegg;446m;16.1°;96 %;Nordwest, 6 km/h;13 km/h;0.1 mm;0 %;1020.8 hPa;2022-06-02 23:50:04
Kleinzicken;267m;17.4°;92 %;Nordwest, 5 km/h;12 km/h;0.1 mm;0 %;1020.9 hPa;2022-06-02 23:50:04
Wörterberg;404m;16.4°;95 %;Nordwest, 5 km/h;17 km/h;0.0 mm;0 %;1020.3 hPa;2022-06-02 23:50:04
Güssing;217m;17.9°;89 %;Südwest, 6 km/h;10 km/h;0.0 mm;0 %;1020.5 hPa;2022-06-02 23:50:04
Bruckneudorf;166m;18.1°;76 %;Ost, 4 km/h;8 km/h;0.0 mm;0 %;1019.7 hPa;2022-06-03 00:50:05
Neusiedl am See;119m;17.9°;80 %;Ost, 2 km/h;7 km/h;0.0 mm;0 %;1019.8 hPa;2022-06-03 00:50:05
Podersdorf;116m;20.5°;76 %;Nord, 4 km/h;11 km/h;0.0 mm;0 %;n.v.;2022-06-03 00:50:05
Eisenstadt;182m;17.6°;78 %;Nordwest, 8 km/h;18 km/h;0.0 mm;0 %;1019.5 hPa;2022-06-03 00:50:05
Andau;119m;18.2°;82 %;Nordost, 2 km/h;4 km/h;0.0 mm;0 %;1020.2 hPa;2022-06-03 00:50:05
Mattersburg;284m;16.6°;77 %;Süd, 4 km/h;8 km/h;0.0 mm;0 %;1020.1 hPa;2022-06-03 00:50:05
Neudorf/Landsee;429m;15.8°;82 %;West, 10 km/h;16 km/h;0.0 mm;0 %;n.v.;2022-06-03 00:50:05
Lutzmannsburg;200m;17.2°;93 %;West, 5 km/h;11 km/h;0.0 mm;0 %;1020.0 hPa;2022-06-03 00:50:05
Bernstein;633m;14.8°;84 %;Nordwest, 8 km/h;14 km/h;0.0 mm;0 %;1021.1 hPa;2022-06-03 00:50:05
Rechnitz;309m;16.5°;90 %;West, 3 km/h;10 km/h;0.0 mm;0 %;1020.5 hPa;2022-06-03 00:50:05
Bad Tatzmannsdorf;347m;15.6°;93 %;Nordwest, 5 km/h;12 km/h;0.0 mm;n.v.;n.v.;2022-06-03 00:50:05
Kroisegg;446m;15.4°;97 %;Nordwest, 3 km/h;9 km/h;0.1 mm;0 %;1021.0 hPa;2022-06-03 00:50:05
Kleinzicken;267m;17.2°;92 %;West, 1 km/h;7 km/h;0.0 mm;0 %;1020.4 hPa;2022-06-03 00:50:05
Wörterberg;404m;16.1°;96 %;Nord, 10 km/h;18 km/h;0.0 mm;0 %;1020.4 hPa;2022-06-03 00:50:05
Güssing;217m;18.0°;88 %;Süd, 3 km/h;8 km/h;0.0 mm;0 %;1019.9 hPa;2022-06-03 00:50:05
Bruckneudorf;166m;17.4°;68 %;Ost, 1 km/h;10 km/h;0.0 mm;0 %;1020.1 hPa;2022-06-03 01:50:04
Neusiedl am See;119m;19.1°;58 %;Nordost, 5 km/h;17 km/h;0.0 mm;0 %;1020.2 hPa;2022-06-03 01:50:04
Podersdorf;116m;18.3°;84 %;Nordost, 3 km/h;8 km/h;0.0 mm;0 %;n.v.;2022-06-03 01:50:04
Eisenstadt;182m;16.4°;76 %;Nord, 16 km/h;19 km/h;0.0 mm;0 %;1019.7 hPa;2022-06-03 01:50:04
Andau;119m;18.5°;80 %;Nordost, 5 km/h;9 km/h;0.0 mm;0 %;1020.2 hPa;2022-06-03 01:50:04
Mattersburg;284m;15.7°;77 %;Süd, 3 km/h;8 km/h;0.0 mm;0 %;1020.4 hPa;2022-06-03 01:50:04
Neudorf/Landsee;429m;15.3°;78 %;West, 10 km/h;13 km/h;0.0 mm;0 %;n.v.;2022-06-03 01:50:04
Lutzmannsburg;200m;16.8°;92 %;West, 6 km/h;13 km/h;0.0 mm;0 %;1020.3 hPa;2022-06-03 01:50:04
Bernstein;633m;14.4°;88 %;Nordwest, 3 km/h;12 km/h;0.0 mm;0 %;1021.1 hPa;2022-06-03 01:50:04
Rechnitz;309m;16.3°;84 %;West, 8 km/h;13 km/h;0.0 mm;0 %;1020.7 hPa;2022-06-03 01:50:04
Bad Tatzmannsdorf;347m;14.7°;93 %;Nordwest, 3 km/h;9 km/h;0.0 mm;n.v.;n.v.;2022-06-03 01:50:04
Kroisegg;446m;14.7°;96 %;Nord, 3 km/h;8 km/h;0.0 mm;0 %;1021.0 hPa;2022-06-03 01:50:04
Kleinzicken;267m;15.8°;91 %;Nordwest, 4 km/h;16 km/h;0.0 mm;0 %;1021.0 hPa;2022-06-03 01:50:04
Wörterberg;404m;15.7°;96 %;Nord, 12 km/h;18 km/h;0.0 mm;0 %;1020.4 hPa;2022-06-03 01:50:04
Güssing;217m;17.0°;94 %;Nordwest, 4 km/h;16 km/h;0.0 mm;0 %;1020.7 hPa;2022-06-03 01:50:04
Bruckneudorf;166m;15.9°;77 %;Südost, 1 km/h;5 km/h;0.0 mm;0 %;1020.5 hPa;2022-06-03 02:50:06
Neusiedl am See;119m;15.7°;78 %;Nord, 3 km/h;8 km/h;0.0 mm;0 %;1020.7 hPa;2022-06-03 02:50:06
Podersdorf;116m;17.2°;83 %;Ost, 4 km/h;8 km/h;0.0 mm;0 %;n.v.;2022-06-03 02:50:06
Eisenstadt;182m;15.3°;82 %;Nordwest, 5 km/h;19 km/h;0.0 mm;0 %;1020.6 hPa;2022-06-03 02:50:06
Andau;119m;16.8°;81 %;Ost, 3 km/h;11 km/h;0.0 mm;0 %;1021.0 hPa;2022-06-03 02:50:06
Mattersburg;284m;14.9°;79 %;Süd, 6 km/h;11 km/h;0.0 mm;0 %;1021.1 hPa;2022-06-03 02:50:06
Neudorf/Landsee;429m;15.5°;78 %;West, 10 km/h;17 km/h;0.0 mm;0 %;n.v.;2022-06-03 02:50:06
Lutzmannsburg;200m;16.9°;92 %;West, 4 km/h;12 km/h;0.0 mm;0 %;1020.9 hPa;2022-06-03 02:50:06
Bernstein;633m;15.2°;87 %;Nordwest, 3 km/h;8 km/h;0.0 mm;0 %;1021.5 hPa;2022-06-03 02:50:06
Rechnitz;309m;16.4°;81 %;Nordwest, 8 km/h;14 km/h;0.0 mm;0 %;1021.3 hPa;2022-06-03 02:50:06
Bad Tatzmannsdorf;347m;14.2°;95 %;Nordwest, 3 km/h;5 km/h;0.0 mm;n.v.;n.v.;2022-06-03 02:50:06
Kroisegg;446m;13.8°;97 %;Nord, 2 km/h;8 km/h;0.0 mm;0 %;1021.9 hPa;2022-06-03 02:50:06
Kleinzicken;267m;15.0°;93 %;Nordwest, 5 km/h;7 km/h;0.0 mm;0 %;1021.6 hPa;2022-06-03 02:50:06
Wörterberg;404m;15.3°;95 %;Nord, 8 km/h;17 km/h;0.0 mm;0 %;1021.2 hPa;2022-06-03 02:50:06
Güssing;217m;15.9°;95 %;West, 3 km/h;7 km/h;0.0 mm;0 %;1021.0 hPa;2022-06-03 02:50:06
Bruckneudorf;166m;15.8°;75 %;Süd, 5 km/h;8 km/h;0.0 mm;0 %;1021.0 hPa;2022-06-03 03:50:05
Neusiedl am See;119m;14.9°;86 %;Nordwest, 3 km/h;6 km/h;0.0 mm;0 %;1021.2 hPa;2022-06-03 03:50:05
Podersdorf;116m;17.0°;74 %;Ost, 4 km/h;13 km/h;0.0 mm;0 %;n.v.;2022-06-03 03:50:05
Eisenstadt;182m;15.5°;76 %;Nordost, 7 km/h;13 km/h;0.0 mm;0 %;1020.7 hPa;2022-06-03 03:50:05
Andau;119m;16.2°;80 %;Nordost, 4 km/h;7 km/h;0.0 mm;0 %;1021.2 hPa;2022-06-03 03:50:05
Mattersburg;284m;15.1°;79 %;Süd, 5 km/h;9 km/h;0.0 mm;0 %;1021.1 hPa;2022-06-03 03:50:05
Neudorf/Landsee;429m;15.5°;85 %;West, 7 km/h;11 km/h;0.0 mm;0 %;n.v.;2022-06-03 03:50:05
Lutzmannsburg;200m;16.6°;93 %;West, 3 km/h;8 km/h;0.0 mm;0 %;1021.0 hPa;2022-06-03 03:50:05
Bernstein;633m;15.8°;81 %;Nordwest, 3 km/h;5 km/h;0.0 mm;0 %;1021.4 hPa;2022-06-03 03:50:05
Rechnitz;309m;15.9°;88 %;West, 3 km/h;9 km/h;0.0 mm;0 %;1021.4 hPa;2022-06-03 03:50:05
Bad Tatzmannsdorf;347m;14.4°;95 %;Windstille;5 km/h;0.0 mm;n.v.;n.v.;2022-06-03 03:50:05
Kroisegg;446m;14.6°;95 %;Nord, 7 km/h;12 km/h;0.0 mm;0 %;1021.7 hPa;2022-06-03 03:50:05
Kleinzicken;267m;14.9°;94 %;Nordwest, 4 km/h;9 km/h;0.0 mm;0 %;1021.6 hPa;2022-06-03 03:50:05
Wörterberg;404m;14.6°;96 %;Nord, 12 km/h;17 km/h;0.0 mm;0 %;1021.3 hPa;2022-06-03 03:50:05
Güssing;217m;15.7°;96 %;Südwest, 3 km/h;6 km/h;0.0 mm;0 %;1021.2 hPa;2022-06-03 03:50:05
Bruckneudorf;166m;15.1°;76 %;Ost, 4 km/h;9 km/h;0.0 mm;0 %;1020.9 hPa;2022-06-03 04:50:07
Neusiedl am See;119m;14.9°;81 %;Nord, 5 km/h;8 km/h;0.0 mm;0 %;1020.9 hPa;2022-06-03 04:50:07
Podersdorf;116m;16.4°;74 %;Nordost, 4 km/h;12 km/h;0.0 mm;0 %;n.v.;2022-06-03 04:50:07
Eisenstadt;182m;16.2°;77 %;Nordost, 5 km/h;9 km/h;0.0 mm;0 %;1020.3 hPa;2022-06-03 04:50:07
Andau;119m;17.0°;74 %;Nordost, 7 km/h;14 km/h;0.0 mm;0 %;1020.8 hPa;2022-06-03 04:50:07
Mattersburg;284m;15.1°;79 %;Südost, 3 km/h;7 km/h;0.0 mm;0 %;1020.9 hPa;2022-06-03 04:50:07
Neudorf/Landsee;429m;15.4°;84 %;West, 6 km/h;9 km/h;0.0 mm;0 %;n.v.;2022-06-03 04:50:07
Lutzmannsburg;200m;15.9°;94 %;West, 4 km/h;10 km/h;0.0 mm;0 %;1020.5 hPa;2022-06-03 04:50:07
Bernstein;633m;15.6°;80 %;Nordwest, 3 km/h;5 km/h;0.0 mm;0 %;1020.9 hPa;2022-06-03 04:50:07
Rechnitz;309m;15.5°;87 %;West, 2 km/h;5 km/h;0.0 mm;0 %;1021.0 hPa;2022-06-03 04:50:07
Bad Tatzmannsdorf;347m;14.2°;94 %;Nord, 2 km/h;4 km/h;0.0 mm;n.v.;n.v.;2022-06-03 04:50:07
Kroisegg;446m;14.6°;94 %;Nordwest, 4 km/h;11 km/h;0.0 mm;0 %;1021.1 hPa;2022-06-03 04:50:07
Kleinzicken;267m;14.5°;94 %;Windstille;12 km/h;0.0 mm;0 %;1021.3 hPa;2022-06-03 04:50:07
Wörterberg;404m;14.6°;94 %;Nord, 11 km/h;19 km/h;0.0 mm;0 %;1020.6 hPa;2022-06-03 04:50:07
Güssing;217m;15.0°;98 %;Nordwest, 4 km/h;7 km/h;0.0 mm;0 %;1021.0 hPa;2022-06-03 04:50:07
Bruckneudorf;166m;14.3°;78 %;Ost, 5 km/h;9 km/h;0.0 mm;0 %;1020.6 hPa;2022-06-03 05:50:06
Neusiedl am See;119m;14.6°;82 %;Nordwest, 3 km/h;6 km/h;0.0 mm;0 %;1020.7 hPa;2022-06-03 05:50:06
Podersdorf;116m;15.9°;74 %;Nordost, 4 km/h;10 km/h;0.0 mm;0 %;n.v.;2022-06-03 05:50:06
Eisenstadt;182m;15.4°;78 %;Nord, 3 km/h;14 km/h;0.0 mm;0 %;1020.4 hPa;2022-06-03 05:50:06
Andau;119m;16.0°;73 %;Nordost, 10 km/h;17 km/h;0.0 mm;0 %;1020.9 hPa;2022-06-03 05:50:06
Mattersburg;284m;14.4°;84 %;Süd, 4 km/h;7 km/h;0.0 mm;0 %;1020.9 hPa;2022-06-03 05:50:06
Neudorf/Landsee;429m;14.1°;88 %;West, 8 km/h;10 km/h;0.0 mm;0 %;n.v.;2022-06-03 05:50:06
Lutzmannsburg;200m;15.3°;96 %;West, 5 km/h;8 km/h;0.0 mm;0 %;1020.6 hPa;2022-06-03 05:50:06
Bernstein;633m;14.1°;85 %;Nordwest, 2 km/h;5 km/h;0.0 mm;0 %;1021.2 hPa;2022-06-03 05:50:06
Rechnitz;309m;14.8°;89 %;Windstille;5 km/h;0.0 mm;0 %;1021.1 hPa;2022-06-03 05:50:06
Bad Tatzmannsdorf;347m;13.8°;94 %;Nord, 2 km/h;4 km/h;0.0 mm;n.v.;n.v.;2022-06-03 05:50:06
Kroisegg;446m;13.3°;97 %;Nord, 3 km/h;8 km/h;0.0 mm;0 %;1021.3 hPa;2022-06-03 05:50:06
Kleinzicken;267m;13.5°;95 %;Nord, 2 km/h;4 km/h;0.0 mm;0 %;1021.3 hPa;2022-06-03 05:50:06
Wörterberg;404m;14.6°;93 %;Nord, 9 km/h;17 km/h;0.0 mm;0 %;1020.5 hPa;2022-06-03 05:50:06
Güssing;217m;14.5°;98 %;Nordwest, 1 km/h;5 km/h;0.0 mm;0 %;1020.9 hPa;2022-06-03 05:50:06
Bruckneudorf;166m;15.2°;72 %;Ost, 5 km/h;9 km/h;0.0 mm;0 %;1020.8 hPa;2022-06-03 06:50:08
Neusiedl am See;119m;14.6°;73 %;Nordost, 4 km/h;8 km/h;0.0 mm;1 %;1021.0 hPa;2022-06-03 06:50:08
Podersdorf;116m;15.3°;77 %;Nordost, 4 km/h;8 km/h;0.0 mm;16 %;n.v.;2022-06-03 06:50:08
Eisenstadt;182m;14.6°;76 %;Nordwest, 6 km/h;13 km/h;0.0 mm;45 %;1020.8 hPa;2022-06-03 06:50:08
Andau;119m;15.5°;76 %;Nordost, 9 km/h;16 km/h;0.0 mm;20 %;1021.0 hPa;2022-06-03 06:50:08
Mattersburg;284m;14.4°;84 %;Süd, 3 km/h;7 km/h;0.0 mm;0 %;1021.3 hPa;2022-06-03 06:50:08
Neudorf/Landsee;429m;14.9°;84 %;West, 6 km/h;9 km/h;0.0 mm;44 %;n.v.;2022-06-03 06:50:08
Lutzmannsburg;200m;15.0°;96 %;Südwest, 5 km/h;9 km/h;0.0 mm;0 %;1021.0 hPa;2022-06-03 06:50:08
Bernstein;633m;14.6°;85 %;Nordost, 7 km/h;9 km/h;0.0 mm;48 %;1021.3 hPa;2022-06-03 06:50:08
Rechnitz;309m;15.3°;85 %;Windstille;5 km/h;0.0 mm;48 %;1021.3 hPa;2022-06-03 06:50:08
Bad Tatzmannsdorf;347m;13.8°;95 %;Windstille;3 km/h;0.0 mm;n.v.;n.v.;2022-06-03 06:50:08
Kroisegg;446m;13.5°;97 %;Nordwest, 4 km/h;9 km/h;0.0 mm;0 %;1021.5 hPa;2022-06-03 06:50:08
Kleinzicken;267m;13.6°;95 %;Nordwest, 3 km/h;5 km/h;0.0 mm;15 %;1021.6 hPa;2022-06-03 06:50:08
Wörterberg;404m;14.3°;94 %;Nord, 12 km/h;16 km/h;0.0 mm;51 %;1021.0 hPa;2022-06-03 06:50:08
Güssing;217m;14.0°;100 %;Südwest, 3 km/h;6 km/h;0.0 mm;2 %;1021.3 hPa;2022-06-03 06:50:08
Bruckneudorf;166m;17.9°;62 %;Ost, 7 km/h;13 km/h;0.0 mm;65 %;1021.0 hPa;2022-06-03 07:50:04
Neusiedl am See;119m;18.6°;58 %;Ost, 2 km/h;9 km/h;0.0 mm;96 %;1021.4 hPa;2022-06-03 07:50:04
Podersdorf;116m;18.4°;65 %;Nordost, 4 km/h;7 km/h;0.0 mm;100 %;n.v.;2022-06-03 07:50:04
Eisenstadt;182m;16.7°;65 %;Ost, 2 km/h;7 km/h;0.0 mm;100 %;1020.8 hPa;2022-06-03 07:50:04
Andau;119m;17.6°;68 %;Nordost, 7 km/h;15 km/h;0.0 mm;100 %;1021.5 hPa;2022-06-03 07:50:04
Mattersburg;284m;16.6°;75 %;Südost, 3 km/h;5 km/h;0.0 mm;78 %;1021.3 hPa;2022-06-03 07:50:04
Neudorf/Landsee;429m;17.8°;76 %;Südwest, 1 km/h;6 km/h;0.0 mm;100 %;n.v.;2022-06-03 07:50:04
Lutzmannsburg;200m;16.2°;90 %;West, 5 km/h;11 km/h;0.0 mm;27 %;1021.4 hPa;2022-06-03 07:50:04
Bernstein;633m;16.8°;80 %;Ost, 2 km/h;8 km/h;0.0 mm;100 %;1021.3 hPa;2022-06-03 07:50:04
Rechnitz;309m;18.4°;85 %;Windstille;4 km/h;0.0 mm;100 %;1021.4 hPa;2022-06-03 07:50:04
Bad Tatzmannsdorf;347m;15.2°;95 %;Nord, 4 km/h;7 km/h;0.0 mm;n.v.;n.v.;2022-06-03 07:50:04
Kroisegg;446m;14.5°;97 %;Nord, 2 km/h;9 km/h;0.0 mm;0 %;1022.0 hPa;2022-06-03 07:50:04
Kleinzicken;267m;15.5°;92 %;Nordwest, 3 km/h;6 km/h;0.0 mm;67 %;1021.7 hPa;2022-06-03 07:50:04
Wörterberg;404m;15.6°;94 %;Nordost, 2 km/h;16 km/h;0.0 mm;91 %;1021.4 hPa;2022-06-03 07:50:04
Güssing;217m;15.8°;96 %;Nordwest, 2 km/h;8 km/h;0.0 mm;6 %;1021.5 hPa;2022-06-03 07:50:04
Bruckneudorf;166m;20.6°;50 %;Ost, 9 km/h;19 km/h;0.0 mm;100 %;1021.1 hPa;2022-06-03 08:50:04
Neusiedl am See;119m;20.5°;51 %;Ost, 4 km/h;15 km/h;0.0 mm;100 %;1021.4 hPa;2022-06-03 08:50:04
Podersdorf;116m;19.7°;56 %;Ost, 7 km/h;13 km/h;0.0 mm;100 %;n.v.;2022-06-03 08:50:04
Eisenstadt;182m;19.5°;54 %;Ost, 13 km/h;18 km/h;0.0 mm;100 %;1020.9 hPa;2022-06-03 08:50:04
Andau;119m;19.0°;62 %;Nordost, 6 km/h;12 km/h;0.0 mm;92 %;1021.7 hPa;2022-06-03 08:50:04
Mattersburg;284m;18.4°;67 %;Ost, 3 km/h;11 km/h;0.0 mm;100 %;1021.2 hPa;2022-06-03 08:50:04
Neudorf/Landsee;429m;18.9°;76 %;Nordost, 4 km/h;9 km/h;0.0 mm;100 %;n.v.;2022-06-03 08:50:04
Lutzmannsburg;200m;18.6°;80 %;Nordwest, 3 km/h;8 km/h;0.0 mm;72 %;1021.1 hPa;2022-06-03 08:50:04
Bernstein;633m;18.1°;70 %;Südost, 5 km/h;12 km/h;0.0 mm;80 %;1020.9 hPa;2022-06-03 08:50:04
Rechnitz;309m;19.4°;72 %;Windstille;3 km/h;0.0 mm;7 %;1021.4 hPa;2022-06-03 08:50:04
Bad Tatzmannsdorf;347m;16.4°;92 %;Nordwest, 2 km/h;6 km/h;0.0 mm;n.v.;n.v.;2022-06-03 08:50:04
Kroisegg;446m;17.3°;91 %;Südost, 1 km/h;7 km/h;0.0 mm;99 %;1021.4 hPa;2022-06-03 08:50:04
Kleinzicken;267m;17.3°;86 %;Nordwest, 2 km/h;8 km/h;0.0 mm;4 %;1021.5 hPa;2022-06-03 08:50:04
Wörterberg;404m;18.3°;86 %;Ost, 4 km/h;9 km/h;0.0 mm;50 %;1020.8 hPa;2022-06-03 08:50:04
Güssing;217m;17.3°;91 %;Nordwest, 3 km/h;7 km/h;0.0 mm;6 %;1021.4 hPa;2022-06-03 08:50:04
Bruckneudorf;166m;21.3°;52 %;Ost, 11 km/h;22 km/h;0.0 mm;100 %;1020.7 hPa;2022-06-03 09:50:05
Neusiedl am See;119m;21.9°;52 %;Südost, 4 km/h;17 km/h;0.0 mm;100 %;1020.9 hPa;2022-06-03 09:50:05
Podersdorf;116m;21.3°;52 %;Ost, 9 km/h;19 km/h;0.0 mm;100 %;n.v.;2022-06-03 09:50:05
Eisenstadt;182m;21.5°;47 %;Ost, 10 km/h;21 km/h;0.0 mm;100 %;1020.1 hPa;2022-06-03 09:50:05
Andau;119m;20.9°;58 %;Ost, 8 km/h;14 km/h;0.0 mm;100 %;1021.0 hPa;2022-06-03 09:50:05
Mattersburg;284m;22.6°;52 %;Ost, 7 km/h;17 km/h;0.0 mm;100 %;1020.0 hPa;2022-06-03 09:50:05
Neudorf/Landsee;429m;20.5°;67 %;Südost, 6 km/h;12 km/h;0.0 mm;40 %;n.v.;2022-06-03 09:50:05
Lutzmannsburg;200m;21.2°;66 %;Ost, 4 km/h;9 km/h;0.0 mm;55 %;1020.6 hPa;2022-06-03 09:50:05
Bernstein;633m;18.5°;67 %;Süd, 9 km/h;16 km/h;0.0 mm;79 %;1020.9 hPa;2022-06-03 09:50:05
Rechnitz;309m;20.5°;66 %;Ost, 4 km/h;7 km/h;0.0 mm;56 %;1021.1 hPa;2022-06-03 09:50:05
Bad Tatzmannsdorf;347m;19.8°;77 %;Südwest, 2 km/h;8 km/h;0.0 mm;n.v.;n.v.;2022-06-03 09:50:05
